PremiseID,HypothesisID,Premise,TranslationToCZ,BinaryLabel,Hypothesis,MachineTranslationToENfromCZ,Grade,Partition
premID177,hypoID706,The weeks crawled by until we could meet again,"Zdálo se, že týdny ubíhaly rychle, než jsme se mohli zase setkat.",0,the weeks seemed to pass fast until we could meet again ,The weeks seemed to pass quickly before we could meet again.,2,8
premID143,hypoID570,The seeds of change were planted in 1943 ,Změna začala v roce 1943.,1,The change started back in 1943,The change began in 1943.,4,8
premID110,hypoID439,You were hanging yourself on someone else 's words ,"Dal jsi velkou důležitost něčemu, co řekl někdo jiný.",1,You gave an extreme importance to what someone else said,You gave great importance to something someone else said.,3,9
premID51,hypoID203,He felt a dark sexual desire ,Cítil nejasnou a znepokojivou sexuální touhu.,1,He felt an obscure and disquieting sexual desire,He felt a vague and disturbing sexual desire.,4,9
premID31,hypoID121,Ahab was a pyramid but I kept kicking at him. ,Ahab byl hrob a já jsem ho pořád bil.,0,Ahab was a tomb and I kept hitting him.,Ahab was a grave and I kept beating him.,2,9
premID178,hypoID712,Words are weapons,Zbraně jsou slova.,0,Weapons are words ,Guns are words.,2,9
premID32,hypoID128,All the following sentences have nothing to do with this sentence ,"Myslí si, že tyto dokumenty se dříve nebo později stanou tajemstvím.",0,He thinks these documents will become secret soon or late,They think these documents will become a secret sooner or later.,1,9
premID165,hypoID657,When it rains in Tokyo the city becomes a sea of umbrellas. ,"Tokyo je zaplněné deštníky, když prší.",1,Tokyo is filled with umbrellas when it rains.,Tokyo is filled with umbrellas when it rains.,4,9
premID129,hypoID514,The iron in the tail of the animal was a restless needle. ,Železo v ocasu toho zvířete bylo dlouhé a úzké.,1,The iron in the tail of the animal was long and thin.,The iron in the animal's tail was long and narrow.,3,9
premID183,hypoID729,The faculty meeting was an easy breeze,Schůze fakulty byla směšná.,0,The faculty meeting was ridiculous ,The faculty meeting was ridiculous.,2,9
premID186,hypoID737,I think we should think about the roots of the problem ,"Myslím si, že bychom měli myslet na důsledky problému.",0,I think we should think about the consequences of the problem ,I think we should think about the consequences of the problem.,2,9
premID60,hypoID240,He said the leaders will have to deal with an ocean of resentment ,"Lídři, řekl, se budou muset postavit velmi rozšířenému a intenzivnímu odporu.",1,The leaders he said will have to confront a very widespread and intense resentment,"Leaders, he said, would have to face widespread and intense resistance.",4,9
premID80,hypoID317,I was staring straight into the shining sun ,"Rozhodl jsem se, vypořádat se s pravdou.",1,I had decided to deal with the truth,I decided to deal with the truth.,3,9
premID158,hypoID631,This is a trap sentence ,Toto není ani sémanticky příbuzné.,0,This is not even semantically related,This is not even semantically related.,1,9
premID17,hypoID67,she cut him down with her words ,Zkritizovala ho svými slovy.,1,she put him down with her words,She criticized him with her words.,4,9
premID117,hypoID467,You'd better keep away from Bill today because he's in a black mood. ,Radši se dnes drž dál od Billa protože je šťastný.,0,You'd better keep away from Bill today because he's happy.,You better stay away from Bill today because he's happy.,1,9
premID177,hypoID708,The weeks crawled by until we could meet again,"Během týdne se lidé plazili, dokud jsme se nemohli potkat znovu.",0,"during the week , people crawled by until we could meet again ","During the week, people crawled until we could meet again.",2,9
premID29,hypoID116,After letting off his rage he sat down like a lamb. ,"Poté, co dal průchod svému vzteku, si sedl velmi klidně.",1,After letting off his rage he sat down very mildly.,"After venting his anger, he sat very still.",4,9
premID90,hypoID360,Mark ’s comments are an acid bath for my nerves. ,Markovy poznámky jsou sarkastické a iritující.,1,Mark ’s comments are sarcastic and irritating.,Mark's comments are sarcastic and irritating.,4,9
premID112,hypoID448,He felt a wave of anger ,Cítil intenzivní vztek.,1,he felt an intense rage,He felt intensely angry.,3,9
premID174,hypoID696,The faculty meeting was a breeze,Na poradě fakulty jsme se bavili o větru.,0,At the faculty meeting we talked about the breeze ,"At the faculty meeting, we talked about wind.",2,9
premID85,hypoID338,She was lost in her thoughts and memories ,Byla pozorná a účastnila se rozhovoru.,0,She was attentive and present to the conversation,She was attentive and engaged in conversation.,1,9
premID170,hypoID677,Jane knew these dicsussions were the seeds of a potential conflict,"Jana věděla, že tyhle diskuze mohou být počátkem konfliktu.",1,Jane knew these discusssions were the beginning of a potential conflict ,Jana knew that these discussions could be the beginning of a conflict.,4,9
premID77,hypoID308,I was home watching the days slip by from my window ,"Přemýšlel jsem doma o čase, který jsem ztrácel.",1,I was home thinking about the time I was wasting,I thought back home about the time I was losing.,3,9
premID186,hypoID740,I think we should think about the roots of the problem ,"Myslím si, že bychom měli objasnit důvody problému.",1,I think we should clarify the reasons of the problem ,I think we should clarify the reasons for the problem.,3,9
premID37,hypoID146,Calm down - there's no need to get all steamed up about it. ,Uklidni se - není třeba se tím nadchnout.,0,Calm down - there's no need to get enthusiastic about it.,Calm down - there's no need to get excited.,2,9
premID89,hypoID355,Katie’s plan to get into college was a house of cards on a crooked table ,Kátin plán dostat se na vysokou školu byl beznadějný a založený na zbožném přání.,1,Katie’s plan to get into college was hopeless and based on wishful thinking,Kate's plan to get into college was hopeless and based on wishful thinking.,4,9
premID120,hypoID480,The faculty meeting was a tragedy ,Fakultní schůzka byla velmi špatná.,1,the faculty meeting was very bad,The faculty meeting was very bad.,4,9
premID90,hypoID357,Mark ’s comments are an acid bath for my nerves. ,Marek se vyjádřil o mých nervech.,0,Mark made some comments about my nerves.,Mark commented on my nerves.,1,9
premID64,hypoID255,He was so happy he felt his heart was exploding ,"Byl tak šťastný, že auto vybouchlo.",0,he was so happy his car exploded,He was so happy the car blew up.,1,9
premID64,hypoID256,He was so happy he felt his heart was exploding ,Byl velmi šťastný.,1,he was very happy,He was very happy.,3,9
premID55,hypoID217,He is the apple of my eye. ,Měl jablko a oko.,0,He has an apple and an eye.,He had an apple and an eye.,2,9
premID38,hypoID151,David is a worm for what he did to Shelia ,David žije v podzemí za to co udělal Sheile.,0,David lives underground for what he did to Shelia,David lives underground for what he did to Sheila.,2,9
premID147,hypoID585,The war devoured so many lives. ,Tolik lidí bylo ve válce zabito.,1,So many people were killed in the war.,So many people were killed in the war.,4,9
premID169,hypoID675,She said he was very sweet and he smiled ,"Říkala, že byl velmi hezký a že se smál.",1,She said he was very nice and he smiled,She said he was very handsome and that he laughed.,4,9
premID13,hypoID51,an ancient anger exploded in his heart ,Jeho dávný hněv zmizel a byl šťastný.,0,his ancient anger disappeared and he was happy,"His old anger was gone, and he was happy.",1,9
premID42,hypoID167,She was the light of my life.,"Když byla tma, mohl jsem vidět cestu, protože zářila a byla jasná.",0,When it was dark I could see the road because she was shining and bright.,"When it was dark, I could see the road because it was bright and bright.",2,9
premID11,hypoID43,her smile was a blinding sun ,Její úsměv byl úžasný a mohla se radovat.,1,her smile was wonderful and could rejoice,Her smile was wonderful and she could rejoice.,3,9
premID131,hypoID524,The moment had arrived for killing the past and coming back to life ,"Přišel okamžik přemýšlet o tom, co se stalo, a vzpomínat.",0,the moment had arrived to think about what had happened and remember,A moment came to think about what had happened and remember.,1,9
premID158,hypoID630,This is a trap sentence ,"Pokud je tvoje skóre takto vysoké, tak jsem smutný.",0,If you score this high I am sad,"If your score is that high, then I'm sad.",1,9
premID121,hypoID482,The faculty meeting was a war ,Porada fakulty byla velmi agresivní.,1,The faculty meeting was highly aggressive,The faculty meeting was very aggressive.,4,9
premID131,hypoID522,The moment had arrived for killing the past and coming back to life ,Přišla chvíle přestat myslet na minulost a začít myslet na budoucnost.,1,the moment had arrived to stop thinking about the past and think about the future,It was time to stop thinking about the past and start thinking about the future.,4,9
premID81,hypoID321,I've reached my boiling point. ,Vařím vodu.,0,I am boiling some water.,Boiling water.,2,9
premID73,hypoID291,I asked for your help and you disappeared from radar ,Požádal jsem tě o pomoc a ty jsi opravoval radar.,0,I asked you for help and you were reparing a radar,I asked for your help and you fixed the radar.,1,9
premID112,hypoID445,He felt a wave of anger ,Cítil intenzivní vztek.,1,He felt an intense anger,He felt intensely angry.,4,9
premID156,hypoID622,They were burning with desire ,Cítili intenzivní touhu.,1,They felt an intense desire,They felt intense desire.,4,9
premID132,hypoID526,She had a heart of stone. ,Byla klidná a lhostejná.,1,She was cold and indifferent.,She was calm and indifferent.,4,9
premID168,hypoID670,You will love the new train it is a heavenly ride ,"Budete milovat nový vlak, je to skvělá jízda, co nabízí.",1,You will love the new train it is a great ride that it offers,"You'll love the new train, it's a great ride to offer.",4,9
premID174,hypoID693,The faculty meeting was a breeze,Schůze fakulty byla směšná.,0,The faculty meeting was ridiculous ,The faculty meeting was ridiculous.,2,9
premID182,hypoID726,She knew she was burning in shame,"Věděla, že cítí hanbu.",1,She knew she was feeling shame ,She knew she felt shame.,3,9
premID123,hypoID492,The faculty meeting was a comedy show ,Schůze fakulty byla velmi zajímavá.,0,The faculty meeting was very interesting,The faculty meeting was very interesting.,1,9
premID169,hypoID673,She said he was very sweet and he smiled ,"Řekla, že byl pokrytý cukrem a že se smál.",0,She said he was covered in sugar and he smiled,She said he was covered in sugar and he was laughing.,2,9
premID76,hypoID302,I never won an argument with him ,Nikdy jsem s ním v diskuzi neobstál.,1,I never managed to prevail in an argument with him,I never stood up to debate with him.,4,9
premID85,hypoID339,She was lost in her thoughts and memories ,Byla roztržitá kvůli svým myšlenkám a vzpomínkám.,1,She was distracted by her thoughts and memories,She was distracted by her thoughts and memories.,4,9
premID161,hypoID641,War was a nightmare. ,Měl jsem sen.,0,I had a dream.,I had a dream.,1,9
premID60,hypoID238,He said the leaders will have to deal with an ocean of resentment ,"Řekl, že se vůdci budou muset vypořádat s určitou malou nespokojeností.",0,He said the leaders will have to deal with some little displeasure,He said the leaders would have to deal with some small discontent.,2,9
premID115,hypoID460,The computer in the classroom was a dinosaur ,Počítač v učebně byl velmi malý.,0,The computer in the classroom was very small,The computer in the classroom was very small.,1,9
premID22,hypoID86,then a colorful joy exploded in her chest ,Potom cítila intenzivní radost.,1,then she felt an intense joy,Then she felt intense joy.,4,9
premID106,hypoID423,The animal in the middle of the sea was a mountain. ,Živočich ve středu moře byl vysoký.,1,The animal in the middle of the sea was tall.,The creatures in the center of the sea were tall.,3,9
premID174,hypoID695,The faculty meeting was a breeze,Porada fakulty byla velmi jednoduchá a uvolněná.,1,The faculty meeting was very easy and relaxing ,The faculty meeting was very simple and relaxed.,4,9
premID44,hypoID173,Fear had changed him to a shaken jelly. ,Strach ho nutil třást se všude.,1,Fear made him shudder all over.,Fear made him shake everywhere.,4,9
premID168,hypoID669,You will love the new train it is a heavenly ride ,Budeš milovat nový vlak. Jede přes Nebe.,0,You will love the new train it goes through Heaven,You'll love the new train. He's going through Heaven.,2,9
premID20,hypoID78,the wheels of justice turn slowly ,"Může to chvíli trvat, ale nakonec převládne spravedlnost.",1,it might take time but eventually justice prevails,"It may take time, but eventually justice will prevail.",4,9
premID76,hypoID303,I never won an argument with him ,Nikdy jsem s ním zápas nevyhrál.,0,I never won a battle with him,I've never won a match with him.,2,9
premID180,hypoID718,The faculty meeting was a nightmare,Porada fakulty byla klidná a uvolňující.,0,The faculty meeting was calm and relaxing ,The faculty meeting was calm and relaxing.,2,10
premID38,hypoID152,David is a worm for what he did to Shelia ,"Podle toho, co udělal Sheile, mám o Davidovi špatné mínění.",1,Given what he did to Shelia I have a low opinion of David,"From what he did to Sheila, I have a bad opinion of David.",3,10
premID115,hypoID457,The computer in the classroom was a dinosaur ,"Ve třídě byl počítač, který byl neskutečně starý a veliký.",1,In the class there was a computer that was incredibly old and big,There was a computer in the class that was impossibly old and big.,4,10
premID81,hypoID324,I've reached my boiling point. ,Zprávy tě naštvaly.,1,the news got you angry.,The news pissed you off.,3,10
premID154,hypoID615,Then they cried a sea of tears ,Poté byli velmi smutní.,1,then they were very sad,Afterwards they were very sad.,3,10
premID2,hypoID5,She was sure she was living this fantasy romance and kept deluding herself ,"Myslela si, že má romantický příběh.",0,she thought she was having a romantic story,She thought she had a romantic story.,2,10
premID153,hypoID612,She is fishing in troubled waters. ,Hledá potíže.,1,She is looking for trouble.,Looking for trouble.,3,10
premID53,hypoID212,He is grinning like an ape. ,Usmívá se okouzlujícím způsobem.,0,He is smiling in a charming way.,He smiles in a charming way.,2,10
premID83,hypoID330,If you are drowning in a sea of minor problems you cannot focus on what matters ,"Pokud máte velké množství méně důležitých problémů, nemůžete se soustředit na to, na čem záleží.",1,If you have a high number of minor problems you cannot focus on what matters,"If you have a large number of less important problems, you can't focus on what matters.",4,10
premID135,hypoID537,The news inflamed your temper. ,Zprávy tě velmi rozzlobily.,1,The news made you very angry.,The news made you very angry.,4,10
premID22,hypoID85,then a colorful joy exploded in her chest ,Její srdce pukalo přemírou radosti.,0,then her chest exploded due to excessive joy,Her heart was breaking with overjoy.,2,10
premID87,hypoID347,It is sad to observe the fruits of ignorance. ,Je smutné pozorovat důsledky nevědomosti.,1,It is sad to observe the effects of ignorance.,It's sad to see the consequences of ignorance.,4,10
premID132,hypoID525,She had a heart of stone. ,Měla srdce a kámen.,0,She had a heart and a stone.,She had a heart and a stone.,2,10
premID62,hypoID248,He was in a black mood. ,Byl podrážděný a rozlobený.,1,He was irritable and angry.,He was irritated and angry.,4,10
premID186,hypoID738,I think we should think about the roots of the problem ,"Myslím, že bychom měli přemýšlet o původu problému.",1,I think we should think about the origins of the problem ,I think we should think about the origin of the problem.,4,10
premID27,hypoID105,He had a full bag of memories to unload. ,"Měl hodně vzpomínek, které chtěl někomu předat.",1,He had a lot of memories to communicate to someone.,He had a lot of memories to pass on.,3,10
premID106,hypoID421,The animal in the middle of the sea was a mountain. ,Živočich uprostřed moře byl veliký.,1,The animal in the middle of the sea was large.,The living in the middle of the sea was great.,4,10
premID97,hypoID388,O Moon your light is failing and now you are just a cold bow ,Světlo měsíce je temnější a nyní má tvar luku.,0,the Moon' s light is dimmer and now it has the shape of a bow,"The moonlight is darker, and now it's shaped like a bow.",2,10
premID138,hypoID550,The promise between us was a flower ,Slib mezi námi byl divný a znepokojující.,0,The promise between us was strange and unsettling,The promise between us was strange and disturbing.,1,10
premID133,hypoID530,The new band was absolutely on fire ,Nová kapela byla naprosto skvělá.,1,the new band was doing absolutely great,The new band was absolutely brilliant.,4,10
premID100,hypoID399,See the sun far off a shriveled orange in a sky gone black ,"Slunce v dálce vypadá malé a oranžové, když obloha zčerná.",1,see the sun far off it looks small and orange in a sky gone black,The sun in the distance looks small and orange as the sky turns black.,3,10
premID133,hypoID532,The new band was absolutely on fire ,Nová kapela byla velmi energická a měla hodně úspěchů.,1,the new band was very energetic and having a lot of success,The new band was very energetic and had a lot of success.,4,10
premID38,hypoID149,David is a worm for what he did to Shelia ,David je hrozný člověk za to co udělal Sheile.,1,David is a despicable person for what he did to Shelia,David is a terrible person for what he did to Sheila.,4,10
premID148,hypoID591,The wind howled; the waves dashed their bucklers together - we were in the jaws of death ,"Vítr řval, vlny se srážely – byli jsme v čelistech ryby.",0,The wind roared; the waves collided - we were in the jaws of a fish.,"The wind roared, the waves collided - we were in the jaws of a fish.",2,10
premID83,hypoID332,If you are drowning in a sea of minor problems you cannot focus on what matters ,"Pokud dopustíš, aby tě zahltil velký počet malých problémů, nebudeš se moci soustředit na důležité věci.",1,If you let a large number of minor problems overwhelm you you cannot focus on what matters,"If you let a large number of small problems overwhelm you, you won't be able to focus on the important things.",4,10
premID8,hypoID32,Don't mention Tom 's promotion to Mike as it would be a red flag to a bull. ,Vůdce obvinění odložil stranou.,0,The leader brushed aside the accusations.,The leader dismissed the accusation.,1,10
premID130,hypoID517,The man still had heavy feelings about the situation ,Muž stále cítil náznak podezření k té situaci.,0,The man still felt a hint of suspicion about the situation,The man still felt a hint of suspicion about the situation.,2,10
premID36,hypoID142,By that time my friend was broken so he had to sell his house ,"V té době neměl můj kamarád peníze, takže musel prodat svůj dům.",1,By that time my friend had no money so he had to sell his house,"At the time, my friend had no money, so he had to sell his house.",4,10
premID147,hypoID587,The war devoured so many lives. ,Válka zachránila tak mnoho životů.,0,The war saved so many lives.,The war saved so many lives.,1,10
premID92,hypoID368,My friend said the project was a nightmare ,Projekt byl značně zneklidňující podle mého přítele.,1,the project was particularly distressing according to my friend,The project was quite upsetting according to my friend.,4,10
premID140,hypoID558,The rich man had a cold heart ,Bohatý muž byl impulzivní a šílený.,0,The rich man was impulsive and mad,The rich man was impulsive and insane.,2,10
premID59,hypoID235,He pleaded for her forgiveness but Janet was a statue ,Prosil o její odpuštění a Janet se smála.,0,He pleaded for her forgiveness and Janet smiled,"He begged for her forgiveness, and Janet laughed.",1,10
premID2,hypoID7,She was sure she was living this fantasy romance and kept deluding herself ,"Byla si jistá, že prožívá romantické dobrodružství a neustále se klamala.",1,she was sure she was living an romantic adventure and kept deluding herself,She was sure she was having a romantic adventure and kept deluding herself.,4,10
premID99,hypoID395,People think the old man has a sour temper ,"Lidé si myslí, že starý muž má nespolečenskou a agresivní povahu.",1,people think the old man has an unsociable and aggressive temper,People think the old man has an anti-social and aggressive nature.,4,10
premID154,hypoID614,Then they cried a sea of tears ,Pak odpluli na moře.,0,then they sailed to sea,Then they sailed out to sea.,1,10
premID119,hypoID476,The employee swallows her anger ,Zaměstnanec polyká její vodu bez jakékoliv známky hněvu.,0,The employee swallows her water without a sign of anger,The employee swallows her water without any sign of anger.,2,10
premID1,hypoID4,She was ready to turn her hand and heart to anything that promised to yield safety. ,"Byla připravena bát se čehokoliv, co slibovalo bezpečnost.",0,She was ready to fear anything that promised to yield safety.,She was prepared to fear anything that promised security.,1,10
premID70,hypoID279,His friend was very tall and he looked like a chess piece beside him. ,Jeho přítel byl velmi vysoký a on vypadal vedle něho malý.,1,His friend was very tall and he looked small beside him.,His friend was very tall and he looked small next to him.,4,10
premID89,hypoID356,Katie’s plan to get into college was a house of cards on a crooked table ,Plán Káti dostat se na vysokou školu byl realistický a měl dobré šance.,0,Katie’s plan to get into college was realistic and had good chances,Katya's plan to get into college was realistic and had good chances.,1,10
premID19,hypoID74,the flowers danced in the wind ,Květiny se pohybovaly ve větru.,1,the flowers moved in the wind,Flowers moved in the wind.,4,10
premID24,hypoID96,we were sinking in an ocean of grass ,Byli jsme obklopeni obrovským množství trávy.,1,we were surrounded by a vast quantity of grass,We were surrounded by a huge amount of grass.,4,10
premID173,hypoID689,The warrior was a lion on the battlefield,Na bojišti byl válečník statečný a silný.,1,The warrior was brave and strong on the battlefield ,"On the battlefield, the warrior was brave and strong.",4,10
premID40,hypoID158,Each blade of grass was a bayonet pointed firmly at our bare feet ,Každé stéblo trávy bylo měkké pod našimi bosými nohami.,0,Each blade of grass was soft under our bare feet,Every blade of grass was soft beneath our bare feet.,1,10
premID145,hypoID580,The sky was on fire and he felt pain pouring down. ,Nebe bylo bílé a on cítil malý náznak bolesti.,0,The sky was white and he felt a light hint of pain.,"The sky was white, and he felt a small hint of pain.",1,10
premID150,hypoID597,The woman had a blue feeling ,Žena měla radostný pocit.,0,The woman had a joyous feeling,The woman felt exhilarated.,1,10
premID93,hypoID371,My lawyer is a shark ,"Můj právník je chytrý, ale milý.",0,My lawyer is smart but lovely,My lawyer is smart but nice.,1,10
premID127,hypoID508,The house was a tomb. ,Dům byl tichý.,1,The house was silent.,The house was quiet.,4,10
premID8,hypoID30,Don't mention Tom 's promotion to Mike as it would be a red flag to a bull. ,"Nezmiňuj Tomovo povýšení před Mikem, protože ho to určitě rozzlobí.",1,Don't mention Tom 's promotion to Mike as it is sure to make him angry.,"Don't mention Tom's promotion to Mike, because it's bound to make him angry.",4,10
premID19,hypoID76,the flowers danced in the wind ,Vítr tancoval v květinách.,0,the wind danced in the flowers,The wind danced in the flowers.,2,10
premID104,hypoID416,The Leviathan in the ocean is a moving country. ,Leviathan v oceánu je malý.,0,The Leviathan in the ocean is small.,The leviathan in the ocean is small.,1,10
premID90,hypoID358,Mark ’s comments are an acid bath for my nerves. ,Markovy poznámky jsou zajímavé.,0,Mark ’s comments are interesting.,Mark's comments are interesting.,1,10
premID68,hypoID272,His condescending attitude made my blood boil. ,Opravdu mě naštval jeho povýšenecký přístup.,1,I got really angry at his condescending attitude.,I was really annoyed by his patronizing attitude.,4,10
premID175,hypoID697,Silence was crushing . I knew the moment had arrived,"Klid byl naprostý. Pamatuji si chvíli, kdy přijel.",1,Silence was total . I knew the moment had arrived ,The calm was total. I remember the moment he arrived.,4,10
premID170,hypoID678,Jane knew these dicsussions were the seeds of a potential conflict,"Jane si myslela, že kvůli těmto diskuzím mohl začít konflikt.",1,Jane thought that a conflict might have started due to these discussions ,Jane thought these discussions might have started a conflict.,3,10
premID42,hypoID166,She was the light of my life.,"Když mi bylo smutno nebo jsem měl špatnou náladu, tak mi ji vždycky zlepšila.",1,When I was sad or in a bad mood she would always make me feel better.,"When I was sad or in a bad mood, she always made it better.",4,10
premID29,hypoID113,After letting off his rage he sat down like a lamb. ,"Poté, co ho opustil vztek, utekl pryč.",0,After letting off his rage he ran away.,"After his anger left him, he ran away.",1,10
premID98,hypoID390,Our whole life we swim against the waves towards the green light of happiness. ,Celý náš život jsme plavali proti vlnám směrem k zelenému světlu zoufalství.,0,Our whole life we swim against the waves towards the green light of desperation.,All our lives we have swam against the waves towards the green light of despair.,1,10
premID128,hypoID511,You were the golden boy back then ,Tehdy jsi byl bezchybný chlapec.,1,you were the flawless boy back then,You were a flawless boy then.,3,10
premID34,hypoID133,And now they were leaking all kinds of documents ,A teď byly všechny druhy dokumentů zveřejněny.,1,And now all kinds of documents were being disclosed,And now all kinds of documents have been released.,4,10
premID53,hypoID211,He is grinning like an ape. ,Usmívá se brutálním způsobem.,1,He is smiling in a beastly way.,He smiles in a brutal way.,3,10
premID178,hypoID710,Words are weapons,Slova mohou ublížit a pomoct vyhrát válku.,1,Words can hurt somebody and help winning a war ,Words can hurt and help win a war.,3,10
premID17,hypoID66,she cut him down with her words ,Nechala ho znuděného s jejími slovy.,0,she left him bored with her words,She left him bored with her words.,2,11
premID75,hypoID299,I have to kill the program ,Musím zahájit program.,0,I have to start the program,I have a program to start.,1,11
premID110,hypoID438,You were hanging yourself on someone else 's words ,"Nedával jsi pozor na to, co řekl někdo jiný.",0,You did not care about what someone else said,You weren't paying attention to what someone else said.,1,11
premID144,hypoID574,The show was characterised by dark humor and satire ,Show byla charakteristická jemným humorem a satirou.,0,The show was characterised by light humor and satire,The show was characterized by gentle humor and satire.,1,11
premID169,hypoID674,She said he was very sweet and he smiled ,"Řekla, že je příšerný a on se smál.",0,She said he was creepy and he smiled,She said he was horrible and he laughed.,1,11
premID101,hypoID404,She arrived at the grocery store with an army of children ,K obchodu dorazila s skupinou malých dětí.,0,She arrived at the grocery store with very young children,She arrived at the store with a group of small children.,1,11
premID165,hypoID658,When it rains in Tokyo the city becomes a sea of umbrellas. ,"Když v Tokyu prší, město se stane mořem a jsou v něm nějaké deštníky.",0,When it rains in Tokyo the city becomes a sea and there are some umbrellas in it.,"When it rains in Tokyo, the city becomes a sea and there are some umbrellas.",2,11
premID19,hypoID75,the flowers danced in the wind ,Květiny byly nehybné.,0,the flowers were still,The flowers were still.,1,11
premID108,hypoID431,The boss will eat me alive if the report arrives late. ,"Šéf mě bude tvrdě kritizovat, pokud zpráva dorazí pozdě.",1,The boss will criticise me severely if the report arrives late.,The boss will criticise me harshly if the report arrives late.,4,11
premID62,hypoID247,He was in a black mood. ,Byl v černém obleku.,0,He was in a black suit,"He was in a black suit,",1,11
premID28,hypoID112,Adam did not understand the root of the crisis ,Adam důvodům krize nerozuměl.,1,the reasons of the crisis were not understood by Adam,Adam did not understand the reasons for the crisis.,4,11
premID187,hypoID743,You have to head straight into your fears to win them,"Musíš se svým přátelům postavit, abys nad nimi vyhrál.",0,you have to face your friends to win them ,You have to stand up to your friends to win over them.,2,11
premID149,hypoID593,The woman burst in a warm laughter ,Žena měla záchvat šíleného smíchu.,0,The woman burst in a mad laughter,The woman had a fit of mad laughter.,1,11
premID25,hypoID97,A break up can leave you with a broken heart. ,Rozchod ti může způsobit srdeční problémy.,0,A break up can leave you with cardiac problems.,Breaking up can give you heart problems.,2,11
premID51,hypoID202,He felt a dark sexual desire ,"Cítil sexuální touhu, kterou bylo těžké interpretovat nebo definovat.",0,He felt a sexual desire hard to interpret or define,He felt a sexual desire that was difficult to interpret or define.,2,11
premID81,hypoID323,I've reached my boiling point. ,Do jisté míry si tuto situaci užívám.,0,I enjoy this situation to a certain extent.,"To some extent, I enjoy this situation.",1,11
premID131,hypoID523,The moment had arrived for killing the past and coming back to life ,Přišel okamžik mluvit o minulosti a zapomenout na život.,0,the moment had arrived to talk about the past and forget about life,The moment came to talk about the past and forget about life.,1,11
premID13,hypoID52,an ancient anger exploded in his heart ,Jeho starověké srdce explodovalo.,0,his ancient heart exploded,His ancient heart exploded.,2,11
premID29,hypoID114,After letting off his rage he sat down like a lamb. ,"Poté, co dal průchod svému vzteku, si nervózně sedl.",0,After letting off his rage he sat down in a nervous way.,"After venting his anger, he sat down nervously.",2,11
premID44,hypoID176,Fear had changed him to a shaken jelly. ,Nebál se.,0,He was not afraid.,He wasn't afraid.,1,11
premID144,hypoID575,The show was characterised by dark humor and satire ,Show se vyznačovala nízkým humorem.,0,The show was characterised by low level gags,The show was marked by low humor.,2,11
premID33,hypoID129,The faculty meeting was a real war ,Na schůzce fakulty jsme mluvili o skutečné válce.,0,At the faculty meeting we talked about real war,"At the faculty meeting, we talked about a real war.",2,11
premID11,hypoID41,her smile was a blinding sun ,Její úsměv byl na nebi během dne.,0,her smile was in the sky during the day,Her smile was in the sky during the day.,1,11
premID57,hypoID228,He lived in a state of deep terror ,Žil ve stavu nepatrného strachu.,0,He lived in a state of subtle fear,He lived in a state of tiny fear.,2,11
premID83,hypoID331,If you are drowning in a sea of minor problems you cannot focus on what matters ,"Pokud máte velmi malé problémy, nemůžete se soustředit na to, na čem záleží.",0,If you have very little problems you cannot focus on what matters,"If you have very small problems, you can't focus on what matters.",2,11
premID105,hypoID420,The President brushed aside the accusations ,Prezident byl obviněními zaskočen.,0,The president was taken aback by the accusations,The president was taken aback by the accusations.,1,11
premID175,hypoID700,Silence was crushing . I knew the moment had arrived,"Ticho bylo uklidňující. Věděl jsem, že ten moment přišel.",0,Silence was relaxing . I knew the moment had arrived ,The silence was reassuring. I knew that moment had come.,2,11
premID157,hypoID625,They were stirring excitement ,Zjevně se snažili vyvolat nějaké vzrušení.,1,They were clearly trying to provoke some excitement,They were clearly trying to create some excitement.,3,11
premID76,hypoID301,I never won an argument with him ,Nikdy jsem se s ním nehádala.,0,I never had an argument with him,I never argued with him.,1,11
premID38,hypoID150,David is a worm for what he did to Shelia ,"David je hrdina za to, co udělal pro Sheilu.",0,David is a hero for what he did to Shelia,David is a hero for what he did for Sheila.,1,11
premID138,hypoID551,The promise between us was a flower ,Slib mezi námi byl krásný a křehký.,1,The promise between us was beautiful and fragile,The promise between us was beautiful and fragile.,4,11
premID141,hypoID563,The roots of progress are in technological development. ,Příčina pokroku je v technologickém vývoji.,1,The causes of progress are in technological development.,The reason for progress is technological development.,4,11
premID136,hypoID542,The old tenant gave a bittersweet speech ,Starý nájemník pronesl klidnou a smutnou řeč.,1,The old tenant gave a both serene and sad speech,The old tenant made a calm and sad speech.,3,11
premID142,hypoID567,The roots of the war were in the economical crisis ,Reálnou příčinou války byla ekonomická krize.,1,The real causes of the war were in the economical crisis,The real cause of the war was the economic crisis.,4,11
premID22,hypoID88,then a colorful joy exploded in her chest ,Pak byla najednou velmi radostná.,1,then she was very joyous all of a sudden,Then she was suddenly very joyous.,3,11
premID126,hypoID502,The guy was a floating whale in the small swimming pool. ,Chlápek vypadal velký a bílý v malém bazénu.,1,The guy looked large and white in the small swimming pool.,The guy looked big and white in a small pool.,3,11
premID87,hypoID346,It is sad to observe the fruits of ignorance. ,Je smutné pozorovat jablka ignorance.,0,It is sad to observe the apples of ignorance.,It's sad to see the apples of ignorance.,2,11
